"blogid","neurodiversity_cure_persons","video_show_movie","vaccine_vaccines_thimerosal","thank_words_miles","beauty_thomas_day","research_university_conference","back_bike_went","store_paper_house","dog_cat_animals","child_children_parents","know_girl_mama","book_read_reading","words_language_use","got_told_time","school_education_students","day_mom_family","time_get_know","genetic_research_environmental","brain_immune_cells","time_know_things","children_aba_treatment","christmas_music_joy","doctor_hospital_pain","church_country_war","kids_special_down","water_trip_car","wakefield_mmr_court","care_disabilities_disability","night_sleep_day","life_love_day","hair_fluffy_white","mercury_chelation_lead","red_blue_phone","post_blog_read","see_research_paper","children_canada_government","food_eat_eating","feeling_sad_tears","people_person_human","study_children_data","little_today_kids","science_article_david","should_point_fact","school_day_kids","research_services_committee","little_down_room","disorder_spectrum_disorders","money_work_job","community_speaks_awareness","police_story_news"
48,0.0022095616416753,0.00285178138399388,0.000784549924160871,0.0153505186624572,0.00106516714954973,0.0106599090887771,0.00159975704255495,0.0191766331556859,0.00837050148477696,0.0101848054159047,0.0164967680391434,0.00328768076893936,0.0130643669569265,0.0424662280633093,0.00729488664133805,0.0603082166935376,0.25037928246516,0.00220003515204819,0.000678625424395648,0.0163644470636603,0.00363756620386441,0.0515147856458864,0.0144969822028122,0.00197867858742854,0.00856448465267456,0.00441142140036432,0.000529693841489637,0.00338158197507912,0.0204576756569976,0.0696384165737921,0.0187626814277067,0.00254779577141948,0.01650531499279,0.0274426892994583,0.00179466743779876,0.000855775279268505,0.0228494944180817,0.033170363418162,0.0173307255861485,0.00154484419642178,0.0185261976535867,0.00174547053980099,0.0722354876578275,0.00974032588258672,0.00113286016647091,0.0812714315834914,0.00140287483479036,0.00344881666215515,0.00189559245098802,0.00239158178266276
49,0.000372306342703527,0.00601674923084286,0.00028962095302554,0.00186835095858746,0.00144897550953248,0.00170891294592115,0.00188955099931907,0.022667323926695,0.00343870554644355,0.00629765539769879,0.0242357827683777,0.00485014036126929,0.032194439445366,0.103335294811056,0.0022876306857653,0.020234435725904,0.160912798969702,0.000722212456498915,0.000352719444427387,0.0196407193336591,0.00183249737020403,0.010634449251876,0.020148093143616,0.0203209778747382,0.00282817671137451,0.014652474027399,0.000270031243092291,0.00166944683922552,0.0216336826797295,0.21473399597138,0.0157987839709834,0.00100071118885966,0.00222413156773827,0.00813227261986043,0.000463771046471081,0.00034008285267328,0.0207948932155446,0.0255538581406543,0.00291012502720036,0.00156226048025753,0.0048373603039926,0.00106060752028174,0.0477667642016166,0.0140431274972488,0.000659365521603164,0.120036870416817,0.00165321199756753,0.0029468533903168,0.00322446080947404,0.00150233730540797
50,0.000499140708223715,0.00572248329294314,0.00103805260045575,0.0051315540123465,0.00129359687078444,0.00244496468052783,0.00165774636312813,0.0182151229693707,0.00310937890655032,0.013857521592758,0.0112834259543786,0.00981380788975688,0.0125450623764992,0.0591510711667145,0.00650529657501913,0.0655663532698243,0.281165989826457,0.000698592023282471,0.000404473916015027,0.0318038967125457,0.00299787225510792,0.00454983420776953,0.0129666998547166,0.00546290529636856,0.00584929895567293,0.01662779758492,0.000221741841979998,0.0021890967721516,0.0346399754261026,0.083058747326701,0.0116999060142289,0.00120969483486894,0.00509257911001134,0.0301322180113884,0.00104394830008515,0.000667727633628075,0.0124628701409437,0.0351578153399938,0.0123174256178532,0.00142738598311151,0.0162640670736646,0.00244207577595587,0.0630076292303016,0.0379951374739301,0.00299854456388243,0.0494051467060249,0.00208219147755389,0.00601714464129425,0.00505187290958542,0.00305311793262211
51,0.000257330746510084,0.0115407551904786,0.000253196766983317,0.00138892489611926,0.00304161002318586,0.00222099420847559,0.000546432649520726,0.00879271707108699,0.00293006549168713,0.0154353521995097,0.0011075146248349,0.0065930341138764,0.0126049430991153,0.0321145140691322,0.221694179949679,0.00706756373977009,0.276985828858731,0.000313393222738402,0.00021960731290158,0.00894610526705433,0.0108551997028522,0.00162681717584142,0.00739780901154358,0.00514299624717302,0.00082103025283441,0.00790373668265291,0.00149557904987853,0.00364325350563366,0.00773896947125996,0.0119316168908141,0.00316209478288302,0.00141493714696307,0.000774668253420883,0.028812828221744,0.000453985940035625,0.0008200720677339,0.00645612763335495,0.0111001770904127,0.0124101732543527,0.00637338304771612,0.0074819972632685,0.0054122303076644,0.1471412647472,0.0410712192542942,0.0125881890453968,0.0138959731441412,0.00435870048015022,0.0167499887714537,0.00278275387173118,0.00412816418420858
52,0.000533404379850145,0.00494007428206835,0.00174797498554183,0.000999674085181547,0.00174935102437179,0.00100591536450835,0.00802047952471825,0.0464193509186757,0.00183381790823445,0.0155615669603546,0.002356007929126,0.0033722553584243,0.0270908417929563,0.0748715109300231,0.00220794539861798,0.0404970207726774,0.247342151062784,0.0015006490404273,0.000879793409081322,0.0217397429872458,0.00924689861591311,0.001963823365539,0.0365214485421009,0.00481032898017556,0.00294806026424477,0.00994158326933819,0.000250147835340455,0.00169562506782389,0.101010493434214,0.0117047162962428,0.00743565639554473,0.00494936281291135,0.00343658207593929,0.0161007224550813,0.00236744851160066,0.000644443216857127,0.0149626260538947,0.0291641548713288,0.00730484961916302,0.00284562482056513,0.00585717224871334,0.00146576000182504,0.0728212671045426,0.0595402452205602,0.000956392174544448,0.0700589034789372,0.00263958080938239,0.00887606142208701,0.00188481712421602,0.00192567579650417
53,0.000400048230048152,0.0132433752487948,0.000211971479228272,0.00143118660364287,0.00394623298172889,0.00274209394147798,0.00341839494249888,0.0106555827471506,0.00425523865530879,0.00984440754706824,0.00383314556161252,0.0197370707155414,0.00584352995132869,0.0481295994264204,0.00162042082619626,0.126714993793327,0.212005861504176,0.00106405561476099,0.000448138341093781,0.0128469230052692,0.000326474663310764,0.00525729863865567,0.0123708508780917,0.00321891012137149,0.00459870618220649,0.0300966511622231,0.000132092775780252,0.0030508824847438,0.041753926949075,0.0843442996276669,0.0328517610109433,0.000365780955803573,0.00238938688517462,0.102640894769587,0.000320496132072864,0.000336953525858746,0.0115377453129242,0.027260487657738,0.00570265514383943,0.000774129696826935,0.0100378371751723,0.00100827879594197,0.0579348123986497,0.0136934553562334,0.00136231857869071,0.0558752636965614,0.00185423818920649,0.00220524007693297,0.00287551693223573,0.00143038310980815
54,0.00140071419768003,0.0205351486699439,0.0040405189827357,0.0026905447753864,0.00354128900526476,0.00745475750589083,0.00389254826503568,0.0216702657611063,0.0103166028377449,0.012306396174752,0.00821765080132308,0.0330361229598358,0.0200343043158499,0.0458495087316109,0.00704206709346793,0.0506666478432008,0.173935012177538,0.00283697968181847,0.00103098911819631,0.0301679532912677,0.0041911042199668,0.00856542815666793,0.0161562357358851,0.01019843371498,0.00562663381033036,0.0265890176065544,0.00161074967762704,0.00337633662303187,0.114024195810201,0.019798702571493,0.0194706438869288,0.00463139728443947,0.00553698605353539,0.0276946668132696,0.00147576162421431,0.00162890902576041,0.0205741129768906,0.016806687013339,0.0143544935090956,0.00351384515693607,0.0268264079436534,0.00686790515945859,0.0784493852908624,0.0282271859348798,0.00541541969867517,0.0404615947089524,0.00176878358199592,0.00779524152285973,0.0134213297513752,0.00427638294649107
55,0.000760351932908681,0.00945408699796277,0.00261657162937399,0.000716465354206421,0.00159326185225399,0.00527772694376539,0.00272603241145726,0.0155812785226263,0.00498927503712525,0.0219452581578537,0.0272048118391671,0.00230413234705285,0.0111963415218528,0.0405032159801215,0.0142923394036627,0.0248904683762107,0.165069832135478,0.00198799764436875,0.000327646291051667,0.0235360687041661,0.00967650872551393,0.0108883636269522,0.0150673946700892,0.066406224431916,0.0074538735545945,0.0176854527552786,0.00406919158065288,0.00304335649350606,0.0144772276365182,0.114087736901305,0.0159791944195513,0.000582216890496821,0.00231493786767696,0.0292455557925579,0.000480360327626924,0.00142397224857504,0.00316475280450903,0.0250946700105164,0.0116174941486008,0.00526385143256242,0.0154656116735825,0.00227463089662125,0.0761005355294446,0.0159411319298592,0.0432953294144701,0.052975001598353,0.00384243585766258,0.015576471791205,0.0348224588849563,0.00471089302217866
56,0.00079390798742823,0.0196251889256664,0.00131506119485197,0.0036532052641866,0.00296588205166736,0.00442255137611048,0.00298359974006499,0.0336255293838589,0.0243065911687527,0.00987402320156501,0.00842337425416281,0.0107354113954602,0.00593575755667754,0.0711820307407856,0.00385293767132985,0.0388118614654387,0.220902538024112,0.000968509445044005,0.000501412147698234,0.021446886350655,0.000643759522448536,0.00774240064042794,0.00933562871956337,0.00306053264523834,0.00273465319264529,0.0339060418759959,0.000512200913666684,0.00146887872371574,0.0199970823333198,0.0204056692057586,0.00961157248797552,0.000317283760916652,0.00456002493534863,0.0296816776843511,0.000549509563104231,0.000613642740614825,0.0189202370040833,0.0152089883463507,0.00903406233591167,0.00221699945672389,0.138372129635318,0.00297819518083832,0.0614658890017859,0.0486047914781723,0.00246865760222556,0.0543072303528939,0.00184880256397857,0.00527003032441123,0.0052676561674312,0.00256951225926775
57,0.00250029906548683,0.0137909270137369,0.00180087371600639,0.00145972271185946,0.0056871207981024,0.0153839070707346,0.00428017245457634,0.0149021350151483,0.00295494989858937,0.015220642443159,0.00697395366395781,0.0290523017370388,0.0272569087280079,0.0845710186622448,0.00886342260467429,0.0455716243658247,0.161289471230392,0.00179824804267446,0.000603437576174983,0.0557631496923122,0.00886111368426321,0.00922335078107342,0.00332107323108345,0.00482951100997658,0.00649810702510684,0.023799734397,0.000832925742997987,0.00178022615522674,0.0417687753357064,0.0397732223860819,0.0210523848089663,0.00036406743769599,0.00265967203197818,0.028025819857222,0.00117219304491066,0.00178184777729108,0.0164463759710468,0.032506240924083,0.012673715000976,0.00276361912782492,0.016490930546107,0.0047628341570628,0.0749249139302462,0.0283122795763473,0.00312334131241559,0.0888103310957865,0.00518963583095705,0.00493920985261954,0.0114648477639411,0.00212341371330401
58,0.00204789199932376,0.0138350620881753,0.00107533772351662,0.00223605566941562,0.00404802450300566,0.00904987252457052,0.00426997261327234,0.0180188488180141,0.00761240551379205,0.0103593205236159,0.00631012229225188,0.0218759409766773,0.0108620786497838,0.0639132996173232,0.010566375350752,0.0571599637450192,0.223583204507232,0.00100736959925347,0.000766362048086638,0.0336613924027141,0.00217126101149628,0.0103129736667928,0.00651189181933809,0.00659247766629334,0.00262354721562527,0.0219687490590149,0.000895862900432657,0.0165932312918819,0.01598305572019,0.0517391317415131,0.0745914143107537,0.000540963632219056,0.00531814338818406,0.0131702526821952,0.000925734082710029,0.00129393979882678,0.02196686291018,0.0314336867014291,0.0196178999483335,0.00208180247184716,0.011662064311405,0.00453423011005904,0.0647489789640026,0.0199168855025239,0.0143117203698709,0.0494988039576652,0.00341231294647022,0.0107352886172688,0.007775264027971,0.00481266800771111
59,0.00145876946404456,0.0150524685214824,0.0018579194460726,0.00111550749317971,0.00238040380298786,0.00461424007704838,0.00268756944479377,0.0279004231725422,0.00926124573981919,0.0197800889286689,0.00715212416877038,0.0176261967673499,0.0272859024562092,0.128797095562934,0.0105399390973573,0.0462357971357015,0.143023983496452,0.00172998753403201,0.0006429243147289,0.0942523985084969,0.00417717355533834,0.0058291490927141,0.0112635770659388,0.00399721661692099,0.00248655064157946,0.0360338324761378,0.000348635334833509,0.00164773310550618,0.0185170458719265,0.0389248928474228,0.008233222709625,0.000363244053326098,0.00708190442791207,0.0207905392048233,0.000412037857980737,0.000742682881719399,0.0137398241266031,0.0267591237758276,0.00788117440117528,0.00269549503057938,0.00486489082063916,0.00145152336197376,0.0909820264109447,0.0442688066409009,0.00245275680262252,0.0578751094930554,0.00398599866322585,0.00401793586028804,0.0090225389145684,0.00575837282121854
60,0.00217576438304785,0.00329370024385477,0.000608293810647559,0.00180293636113859,0.00226834504221692,0.00202707590299261,0.00360287448941689,0.0113042162541608,0.00214528754319371,0.0188224244174903,0.0325904583538212,0.00349326719819528,0.0143914860032492,0.045177206595346,0.0108320842384202,0.0901895947319364,0.207333783560848,0.0026813968948693,0.000427432772072199,0.0585203027486966,0.00393812520685452,0.00516823072147855,0.010586870302679,0.00160772050324932,0.00692556670865025,0.0164031408511512,0.00156149219911058,0.00545933156497317,0.0186179811208423,0.0942989143254658,0.016191018080527,0.000643620284697519,0.00553813464631246,0.0174162073106408,0.00101634168302156,0.00228876312264901,0.015751182940944,0.0194791144553973,0.0185620911606274,0.00137011317729185,0.0300216041929393,0.00464173616814057,0.0424686858308997,0.0343291211674863,0.00142710234747469,0.086697433229342,0.002342917291608,0.00693715341202835,0.0121265206946165,0.00249583375328615
61,0.00277279250528116,0.016260434560653,0.00387712036751068,0.00149802593407276,0.164005214477989,0.00320696098764623,0.002642949880211,0.0169133253701589,0.00781930184573861,0.0233351032676509,0.00187221686018232,0.0119316091498155,0.0122456972734218,0.0890966224919894,0.00599579148974129,0.0516741628540956,0.152210761670187,0.00262509668886711,0.000860257950195444,0.0258648868047957,0.0101982455585059,0.0050015353448969,0.00710704746566522,0.00629602536130998,0.00182509879366732,0.0326691042489674,0.00798543646343275,0.00241375853098869,0.00700636418300034,0.023041133949333,0.007229815777983,0.00172735591258089,0.00139221293694316,0.0261586360532417,0.00220563991304645,0.00316338907946699,0.0122749066553869,0.0132592287011929,0.037244941887203,0.00400906450156523,0.00401476842583119,0.0236415073682457,0.0789469952459242,0.00846104397937539,0.000961644565781102,0.0454943971012563,0.00253638860123118,0.00473196827243449,0.0152203580037641,0.00707365468757584
62,0.000726172747579768,0.0137863652405084,0.000982446487891353,0.00383592688796344,0.00715147765757428,0.00287404441421236,0.00405918348171136,0.0146992429277686,0.01516771950644,0.00951780416287424,0.00658028461119878,0.00417491035181455,0.0118891030484774,0.14568785048889,0.00285630008866785,0.0815561179474685,0.181109169735795,0.000614995410293771,0.000679649723156071,0.0284704549126817,0.00119242626106239,0.00965773246006166,0.0084343053937683,0.00128681691010663,0.00153764266011124,0.0673544057650557,0.000567430677666827,0.00142717688071257,0.0246999258998454,0.0251420140665018,0.0107541379637311,0.000885616727938187,0.00250908074896158,0.0127255565478803,0.000637679725678116,0.000558233543639643,0.0167541756087676,0.034726860228498,0.00373549540957376,0.00166447125823324,0.0121233702430857,0.00127716981813331,0.0422181088338385,0.0503408658043621,0.00112202881534284,0.118270940969401,0.00278515995298141,0.00404829656946158,0.00434973827897961,0.000793916143652789
63,0.00111690820391345,0.0127906109784416,0.00203040944676177,0.00361499228090106,0.00402272128013196,0.00478072516919658,0.00305135477975028,0.0294399027688639,0.00973832533838344,0.00869375874605366,0.00735374836389188,0.0205801387552238,0.0117791025334647,0.0587766067939384,0.00301524089026879,0.0368173783545231,0.186914237799719,0.00112254671754599,0.000752518994662911,0.0333652578180232,0.00201883662238798,0.00810283084456867,0.011482053654472,0.0082468378523416,0.00190082073458624,0.0275598640883611,0.000432278538412846,0.00111780590056937,0.0291743938940459,0.0531702545243003,0.117517848603591,0.00132217613071608,0.00368649471618764,0.0250369912702261,0.000778292998422599,0.000685915394485181,0.0265553542508934,0.0208233183289771,0.00882762140663784,0.00175087384836542,0.0106219101060336,0.00303875497650169,0.0570577543145455,0.0130943808112858,0.00736185210501985,0.10132172888064,0.0028698919826546,0.00536796489729115,0.00620896963240742,0.00310944267741276
65,0.000343579392073226,0.0118054992227605,0.000229609555127422,0.00310886732485365,0.0009213714421362,0.00145679367675209,0.00233857954709477,0.0112131882478281,0.00385179290440368,0.0211868502305193,0.0136685875093827,0.00966599462584266,0.0186188972607551,0.107975274151216,0.003018776755579,0.0675096030613814,0.190420602237465,0.000698495387300391,0.000153111100174913,0.0603549802734707,0.00169129037628246,0.00896766272826473,0.00413635705688003,0.00297134306745535,0.00415983507077849,0.0297293957502617,0.000147114878104314,0.00123756504951239,0.0180775062837281,0.0633345612289807,0.00529758302048281,0.000195795298908629,0.00529019043447297,0.0565032615891395,0.000373829139691833,0.000546636796936446,0.0101726502880552,0.0287820014102685,0.00461015924724422,0.00187849170561564,0.00556914803590081,0.00125003152230843,0.0493456374658754,0.0594766623407266,0.00188807026727918,0.0763868387205018,0.00472904212278221,0.00342907547198947,0.0197938176627915,0.00148799206266402
