"MISSILE",6.33
"MOISTURE",5.2
"MOLECULE",4.43
"MOMENT",2.5
"MONARCH",6.2
"MONDAY ",3.9672
"MONEY",6.33795
"MONK",6.4
"MONKEY ",6.541
"MONTH",4.29975
"MOO ",4.4426
"MOOD",3.67
"MOON ",6.4754
"MORAL",3.17
"MORE ",2.7705
"MORGUE",6.03
"MORNING ",5.4918
"MOSQUITO",6.53
"MOSS",6.33
"MOST ",2.4918
"MOTHER",6.6301
"MOUNTAIN",6.77
"MOUSE ",6.4098
"MOUTH ",6.3115
"MOVE ",3.9016
"MR. ",3.2787
"MRS. ",3.8361
"MUCH ",2.6066
"MUCUS",5.53
"MUD ",6.2459
"MULE",6.6
"MULTIPLICATION",4.73
"MURDER",5.4
"MUSIC ",5.5052
"MUSICIAN",6.13
"MUST ",1.7213
"MY ",2.4426
"MYSELF ",4.7213
"NAIL",6.5
"NAME ",4.082
"NAMESAKE",3.37
"NANCY ",4.1148
"NEARLY ",2.082
"NEAU ",2.8525
"NECESSITY",3
"NECK ",5.8689
"NECTAR",5.33
"NEED ",2.541
"NEPHEW",4.3
"NEST ",6.1311
"NEVER ",2.0328
"NEWSPAPER",6.35875
"NEXT ",2.4426
"NICE ",2.7705
"NICKLE ",6.2787
"NIGHT ",6
"NIGHTFALL",6.17
"NINE ",5.3934
"NOISE ",4.1967
"NONSENSE",3.07
"NOOSE",6.23
"NORTHWEST",4
"NOSE ",6.3279
"NOT ",1.7705
"NOTHING ",2.6885
"NOW ",2.0492
"NUMBER",4.2295
"NUN",6.67
"NURSE ",6.1803
"NURSERY",6.1
"NUTMEG",5.37
"NUTS ",6.1803
"NYMPH",5.63
"O'CLOCK ",3.0984
"OATS",6.07
"OBEDIENCE",3.67
"OBSESSION",3.87
"OCCASION",2.53
"OCEAN",6.72105
"ODOR",5.13
"OF ",1.2295
"OFF ",2.541
"OFFICER",6.23
"OFFSHOOT",3.67
"OH ",1.9016
"OIL ",5.9836
"OLD ",5.4754
"ON ",2.7049
"ONCE ",2.4262
"ONE ",5.082
"ONLY ",1.9672
"ONSLAUGHT",3.67
"OPEN ",3.7541
"OPINION",3.23
"OPIUM",4.6
"OPPORTUNITY",3.03
"OR ",1.3279
"ORANGE ",6.3115
"ORCHESTRA",6.77
"ORIGIN",2.3
"ORIGINATOR",3.3
"OSCULATION",2.7
"OTHER ",2.1311
"OUGHT ",1.459
"OUR ",2.5902
"OUT ",3.2131
"OUTCOME",2.4
"OUTDOORS ",5.3607
"OUTSIDE ",4.8361
"OUTSIDER",5.27
"OVEN",6.4
"OVER ",2.6393
"OVERSHOES ",5.5246
"OWN ",2.459
"OWNER",4.23
"OWNERSHIP",3.27
"OXYGEN",4.27
"PACIFISM",3.9
"PACT",3.5
"PAGE ",5.2459
"PAID ",3.8033
"PAIL ",5.6721
"PAINT ",5.918
"PAINTER",5.87
"PAIR ",4.459
"PALACE",6.5
"PANIC",5.33
"PANORAMA",4.47
"PANTS ",6.2787
"PAPA ",5.9344
"PAPER",6.15
"PARADE ",6.1311
"PARK ",5.918
"PART ",3.3115
"PARTY",6.1924
