1, 480
9, 2180
10, 578
11, 1310
12, 842
13, 609
14, 1420
15, 760
19, 760
22, 1044
23, 1410
24, 1062
26, 1589
28, 748
29, 1074
39, 551
43, 708
48, 686
52, 1023
59, 327
63, 191
65, 302
66, 285
68, 699
69, 524
75, 595
78, 719
85, 789
96, 1193
104, 601
110, 590
113, 433
118, 454
119, 1522
130, 505
140, 785
143, 883
146, 498
147, 650
148, 755
151, 565
152, 365
155, 409
156, 427
157, 797
158, 758
161, 388
163, 314
166, 403
174, 91
175, 879
